lat,lng
38.5522,-90.1583
41.7531,-87.6016
41.7491,-87.627
41.7516,-87.649
40.0366,-88.5747
39.7894,-89.6338
39.7578,-89.6241
41.7433,-87.6463
41.8781,-87.6298
41.8587,-87.7129
41.7219,-87.6189
41.6827,-87.6449
37.7248,-88.921
39.7814,-89.6309
41.8181,-87.6251
41.7715,-87.6349
41.8523,-87.6659
41.7357,-87.6704
41.7957,-87.7551
39.5916,-89.7581
41.5521,-88.0626
41.7116,-87.6358
41.7516,-87.5724
41.895,-87.7483
39.7815,-89.6559
41.822,-87.6232
38.5928,-89.9738
41.7413,-87.6502
41.8371,-87.7134
41.7487,-87.6283
41.888,-87.721
40.6753,-89.6373
40.1334,-88.2648
41.8557,-87.6833
40.6956,-89.5834
41.7497,-87.7126
40.7168,-89.6083
41.6848,-87.6592
40.6803,-89.6194
41.6831,-87.6543
41.7511,-87.6137
41.552,-88.2711
41.8361,-87.656
41.8095,-87.6134
40.6976,-89.5856
41.795,-87.6732
41.9095,-87.7637
41.8175,-87.6927
42.1029,-87.989
41.8166,-87.6198
39.7852,-89.6275
40.7011,-89.6055
41.8638,-87.6958
41.8675,-87.619
41.7752,-87.5885
41.7135,-87.614
41.8013,-87.6697
41.9665,-87.7171
41.9031,-87.6899
41.7426,-88.0448
41.9247,-87.717
41.7054,-87.6262
41.8086,-87.6601
40.7006,-89.5882
37.7255,-89.2135
41.7427,-88.0406
41.7943,-87.6484
41.5349,-87.9047
40.701,-89.6051
41.7761,-88.3015
41.7216,-87.6263
41.8866,-87.6157
41.9275,-87.7771
41.794,-87.6725
41.8717,-87.6642
41.7735,-87.5717
42.2814,-89.0854
41.956,-87.6498
41.7757,-87.6669
41.7644,-87.5658
41.8729,-87.6961
37.736,-88.9325
41.8605,-87.7117
41.9715,-87.8954
41.7494,-87.6053
41.766,-87.6481
41.7686,-87.6615
41.5024,-90.5692
39.798,-89.6243
41.9368,-87.764
41.6663,-87.6201
40.715,-89.5882
41.8831,-87.7466
41.6482,-87.7088
41.7707,-89.7056
41.8452,-87.7269
41.7531,-87.6016
41.8893,-87.8555
41.8803,-87.7653
42.2573,-89.0655
41.7516,-87.5723
41.7367,-87.5975
41.918,-87.7771
41.7368,-87.5982
41.7503,-87.6742
41.7439,-87.7023
41.7684,-87.6335
41.8517,-87.7089
42.0212,-87.6731
41.7994,-87.6651
41.7935,-87.6767
41.8844,-87.7503
42.0212,-87.6707
41.7662,-87.5863
40.7058,-89.584
41.5224,-88.0712
41.7621,-87.5677
42.3492,-87.8743
42.2605,-88.1431
41.8112,-87.9999
42.2803,-89.1473
41.8939,-87.6414
40.6686,-89.6317
41.7477,-87.6026
41.8917,-87.7235
41.8878,-87.7529
41.7459,-87.5966
41.7264,-87.6422
39.7946,-89.6203
41.9204,-87.7585
41.8753,-87.7255
41.7337,-87.547
40.8336,-90.9438
41.787,-87.6498
41.7427,-87.6512
41.8606,-87.7156
40.7045,-89.5745
41.8824,-87.844
41.7894,-87.7416
41.8918,-87.7138
40.7093,-89.5957
40.1232,-88.2306
41.7504,-87.6344
41.7135,-87.5701
41.7783,-87.6063
41.8205,-87.6861
41.8154,-87.6713
41.9406,-87.7494
38.5187,-90.1455
41.7021,-88.0762
39.7763,-89.6395
39.7615,-89.6197
41.6852,-87.6337
41.7222,-87.5948
42.0129,-87.6624
41.7118,-87.6201
42.2668,-89.0785
41.7462,-87.5492
41.9095,-87.7497
41.9654,-87.6597
41.684,-87.6179
42.298,-89.1198
41.8797,-87.7256
41.8131,-87.6246
41.7048,-87.6283
41.5317,-88.0626
41.648,-87.614
41.726,-87.5855
41.7552,-87.5516
41.6862,-87.6496
40.6982,-89.5819
41.515,-88.138
41.8405,-87.7269
41.9066,-87.697
41.8674,-87.7229
41.8775,-87.7618
41.874,-87.7451
38.6253,-90.1033
40.6777,-89.6176
41.8778,-87.7649
41.7527,-87.6029
41.543,-88.1996
41.7587,-87.5896
41.862,-87.73
41.899,-87.7316
39.783,-89.6411
41.7393,-87.6881
41.6835,-87.6277
41.794,-87.6289
41.676,-87.6418
38.6105,-90.1282
41.9476,-87.669
41.8804,-87.7601
41.7731,-87.5914
41.8064,-87.6601
41.8481,-87.71
41.8837,-87.7097
41.809,-87.6249
40.7132,-89.5987
41.6643,-87.633
41.8911,-87.7678
41.528,-88.1347
40.6859,-89.6157
41.8919,-87.6177
41.891,-87.6178
41.8622,-87.7352
41.9519,-87.7621
40.7935,-89.2079
41.6744,-87.6204
40.5274,-89.6659
41.7903,-87.6549
41.5317,-88.0816
41.7133,-87.6358
41.7468,-87.623
41.6457,-87.6351
37.7642,-89.342
41.7583,-88.2936
41.4889,-90.5898
41.9203,-87.7735
41.7775,-87.6667
41.7533,-87.6745
41.5506,-88.1192
41.8364,-87.6658
41.7197,-87.5633
42.0444,-87.8282
41.6574,-87.6076
41.9222,-87.8063
36.9999,-89.1675
40.6731,-89.6291
42.3609,-87.8327
41.9666,-87.7145
38.0112,-89.2443
42.3695,-88.8926
38.6143,-90.1595
41.9162,-87.8023
41.7515,-87.5769
41.8454,-87.7125
41.7337,-87.5541
41.8096,-87.5925
41.8522,-87.6734
41.8465,-87.6758
41.8843,-87.7635
39.764,-89.6867
41.8809,-87.711
41.7392,-87.5528
41.9114,-87.7622
40.6731,-89.6291
40.7246,-89.6469
41.7627,-87.6848
40.6786,-89.6232
41.9094,-87.7715
41.9154,-87.7192
41.8781,-87.6298
41.7928,-87.6241
41.7761,-87.6427
41.7592,-87.6334
41.9715,-87.8954
40.1098,-88.2177
41.8708,-87.7229
41.897,-87.7511
41.7699,-87.5666
41.7669,-87.5829
41.7818,-87.6158
41.7476,-87.6027
41.9319,-87.7422
41.8112,-87.607
38.7427,-90.1121
42.2968,-89.0841
41.7672,-87.6142
38.6794,-90.1561
41.7405,-87.7025
41.8873,-87.7633
40.7746,-89.6153
38.6206,-90.1512
41.8684,-87.6867
41.7629,-87.6798
41.6888,-88.1195
41.7015,-87.6284
41.8989,-87.7486
41.8284,-87.6449
41.8825,-87.7722
41.7454,-87.5711
39.8548,-88.9591
41.8578,-87.6697
41.7278,-87.6556
41.7922,-89.7334
41.769,-87.636
40.7152,-89.5842
41.9207,-87.7364
41.7141,-87.6285
42.298,-89.1198
42.2584,-89.0887
41.9342,-87.7575
41.7121,-87.6309
41.8753,-87.712
41.7391,-87.6499
41.8936,-87.7236
41.7439,-87.7023
41.7163,-87.5647
41.6683,-87.6393
41.7792,-87.6849
41.6999,-87.6185
42.2667,-89.1069
42.0281,-87.7233
41.7982,-87.6226
41.8286,-87.6728
40.1226,-88.2468
40.6856,-89.5956
41.7771,-87.6961
41.6888,-88.1195
41.7404,-88.1234
40.1255,-88.2469
41.7818,-87.6158
38.9114,-90.1573
41.7425,-87.6959
38.895,-90.1703
42.2583,-89.0742
41.9648,-87.6526
41.7687,-87.6436
41.8085,-87.6854
41.7981,-87.5891
41.765,-87.6542
39.7728,-89.6931
41.7248,-87.657
41.8894,-87.7555
40.6803,-89.6219
41.586,-87.5593
42.2657,-89.1057
41.783,-87.5891
39.7848,-89.6454
42.304,-89.0827
41.8839,-87.7086
40.1106,-88.2073
40.1296,-88.2458
42.251,-89.0925
42.2629,-89.063
42.1632,-88.4487
41.8702,-87.696
41.6353,-87.5882
41.9152,-87.6328
41.9039,-87.7706
40.1272,-88.2436
41.7606,-87.5884
41.8753,-87.7255
41.8872,-87.7553
41.637,-87.5872
40.1183,-88.2169
41.9015,-87.7611
41.7188,-87.6493
41.8796,-87.762
41.9004,-87.7533
41.7026,-87.6282
41.7874,-87.6223
41.769,-87.6422
41.9305,-87.7539
41.8749,-87.7549
41.6904,-87.6545
41.914,-87.6832
41.7484,-87.681
41.9064,-87.7118
41.9091,-87.7924
40.7015,-89.5793
41.9091,-87.7924
40.7186,-89.5767
41.7517,-87.5544
41.7287,-87.6561
42.2775,-89.0982
42.3031,-89.0826
42.2526,-89.0351
41.7924,-87.7788
41.8823,-87.7649
41.784,-87.6961
41.4492,-90.1489
41.4492,-90.1489
41.9218,-87.6561
41.7963,-87.631
41.8589,-87.7212
41.7609,-87.5664
42.2775,-89.0982
41.8932,-87.7488
41.795,-87.6732
41.7512,-87.6065
41.8858,-87.7581
41.7467,-87.6658
41.7909,-87.6292
40.6921,-89.6228
41.9104,-87.6775
41.9072,-87.6677
41.9612,-87.7095
41.9233,-87.698
41.8182,-87.6336
41.7519,-87.5529
41.9055,-87.7179
40.1273,-87.5997
41.7848,-87.6671
41.8974,-87.7131
41.9502,-87.7153
41.4642,-90.5829
41.7371,-87.6077
42.2156,-89.0721
41.7409,-87.5588
39.9146,-91.3919
40.6685,-89.6325
41.7446,-87.5603
39.8568,-88.9652
41.7703,-87.6744
41.7805,-87.696
41.5042,-88.0758
40.6667,-89.6333
41.7213,-87.5679
41.7417,-88.2449
41.8484,-87.694
41.9154,-87.7329
40.7181,-89.5605
41.8747,-87.7616
41.8356,-87.6487
41.8274,-87.6231
41.8895,-87.7505
41.8516,-87.7333
38.6166,-90.1475
41.7822,-87.6084
38.6209,-90.1554
41.7779,-87.6132
41.8345,-87.6359
41.7316,-87.6642
42.2537,-89.0312
41.8606,-87.7327
42.2659,-89.0249
41.725,-87.653
41.749,-87.5943
41.8083,-87.6229
39.7991,-89.622
41.9229,-87.6454
41.7643,-88.3654
41.7519,-87.559
42.0409,-88.2631
41.9268,-87.7196
42.4462,-87.8546
41.8091,-87.6028
41.9467,-87.7054
41.7371,-87.6486
41.8674,-87.7229
37.7257,-89.2098
41.7784,-87.6157
41.8056,-87.5864
42.2616,-89.0742
41.7754,-87.5887
41.7703,-87.6744
41.8951,-87.7657
41.6889,-87.6278
41.9026,-87.7288
41.5603,-88.1239
41.7919,-87.6341
41.8771,-87.7308
41.766,-87.6481
41.7391,-87.6474
41.8969,-87.749
42.2886,-89.0824
41.7616,-87.5922
41.9038,-87.729
41.8011,-87.6818
41.5221,-88.0843
41.6903,-87.6615
41.8113,-87.6044
41.8989,-87.7486
40.7021,-89.6077
41.8988,-87.7484
41.8899,-87.7531
42.0194,-87.6792
41.7837,-87.6239
41.7799,-87.64
41.8822,-87.7306
41.6818,-87.6403
41.7928,-87.6241
41.8866,-87.6964
40.6018,-91.1534
41.8112,-87.6023
41.9867,-87.7099
41.8013,-87.6696
41.5024,-88.081
41.8899,-87.7223
41.8834,-87.7257
41.8772,-87.7405
41.8777,-87.7452
39.7909,-89.6535
41.94,-87.6518
39.7753,-89.6368
41.7088,-87.6236
37.0101,-89.1754
41.9111,-87.6788
39.786,-89.6337
41.7488,-87.7097
41.7885,-87.6693
41.8797,-87.703
38.6028,-90.0724
41.7722,-87.6653
42.3873,-90.3759
41.7613,-87.6282
41.4943,-87.5648
42.2033,-89.0963
42.2615,-89.0769
41.7536,-87.6466
41.8639,-87.7301
41.9334,-87.7467
41.9246,-87.7195
41.7629,-87.6798
41.7384,-87.6013
41.9084,-87.6802
41.9612,-87.7046
41.8277,-87.6088
41.8817,-87.6323
41.8641,-87.7129
41.8819,-87.6295
41.7477,-87.5954
41.7629,-87.6416
41.9362,-87.814
41.8248,-87.6879
39.7883,-89.6324
41.7145,-87.6142
41.8985,-87.7679
41.763,-87.6813
41.7227,-87.6567
41.8248,-87.6879
41.7695,-87.6665
39.8003,-89.6493
40.7239,-89.5923
41.7918,-87.6841
41.7592,-88.3056
41.8991,-87.7381
41.8778,-87.7648
41.8643,-87.7157
41.8808,-87.7233
41.7401,-87.5771
39.8127,-89.6432
41.9256,-87.6405
41.9074,-87.7102
41.9612,-87.7477
42.2793,-89.1041
41.7903,-87.6549
41.0975,-88.4347
40.6786,-89.5594
41.8413,-87.6498
40.1112,-88.2088
41.8072,-87.6233
40.1038,-88.1886
40.6746,-89.5826
41.7685,-87.6385
41.8711,-87.7038
41.7923,-87.6442
41.9225,-87.7032
41.7513,-87.604
41.7258,-87.5973
41.5014,-87.6792
41.8577,-87.6687
41.8014,-87.6679
42.0386,-89.9627
41.9243,-87.7451
41.9171,-87.7327
42.292,-89.1072
41.7733,-87.6763
41.8807,-87.7309
41.8038,-87.6227
41.9957,-87.7375
41.957,-87.7514
41.8606,-87.6662
41.8752,-87.7328
41.945,-87.7471
42.0451,-87.6877
41.7699,-87.6653
38.5995,-90.0661
41.8624,-87.7141
41.7177,-87.5341
41.827,-87.6099
39.7991,-89.622
41.8183,-87.6231
41.8819,-87.7234
41.8976,-87.7608
41.5545,-88.0689
39.8768,-88.955
38.5071,-90.0362
39.8147,-89.6432
41.8334,-87.6803
38.5321,-89.9949
41.7645,-87.6935
41.7633,-87.6337
41.8697,-87.7148
41.8728,-87.7114
38.6305,-90.0994
41.7266,-87.6571
41.8899,-87.7518
41.6908,-87.6182
41.895,-87.7532
38.3059,-89.9917
42,-87.6704
40.7102,-89.5813
39.7197,-89.6329
41.7471,-87.6366
41.6798,-87.6263
41.6962,-87.6256
41.8183,-87.6345
41.8791,-87.7258
41.7696,-87.6739
40.1507,-88.2152
41.8111,-87.7485
