lat,lng
41.8939,-87.6414
41.7477,-87.6026
41.8917,-87.7235
41.8878,-87.7529
41.7459,-87.5966
41.7264,-87.6422
41.9204,-87.7585
41.8753,-87.7255
41.7337,-87.547
41.787,-87.6498
41.7427,-87.6512
41.8606,-87.7156
41.7894,-87.7416
41.8918,-87.7138
41.7504,-87.6344
